WBID,Name,Flow_Regim,Notice,Flow_Durat,Site_Visit,WetDry_Map,Water_Watc,GIS_Imager,Modeled,Historical,Other,WSHED,Length_Mi,Webpage,FR_Text,Shape__Len
AZ15020002-012,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,No,No,LC,2.3413255844,www.azdeq.gov/flowregimes,Intermittent,3768.00581731
AZ15020002-623,Mineral Springs,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,1.47242205208,www.azdeq.gov/flowregimes,Perennial,2369.63833425
AZ15060102-187-I,Porcupine Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,1.70793363375,www.azdeq.gov/flowregimes,Perennial,2748.6582432
AZ15060102-013-I,Gooseberry Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,17.4613906513,www.azdeq.gov/flowregimes,Perennial,28101.4404792
AZ15070103-001A,Hassayampa River,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,No,No,MG,11.0791281533,www.azdeq.gov/flowregimes,Ephemeral,17830.1640791
AZ15070101-014,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,MG,12.0698202106,www.azdeq.gov/flowregimes,Intermittent,19424.5315861
AZ15050202-404B,Ramsey Canyon,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SP,8.91246943193,www.azdeq.gov/flowregimes,Perennial,14343.257892
AZ15070102-615,Little Sycamore Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,Yes,No,MG,8.4208745354,www.azdeq.gov/flowregimes,Perennial,13552.1110125
AZ15060203-506,Patton Spring Draw,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,Yes,Yes,No,No,VR,2.19277671795,www.azdeq.gov/flowregimes,Intermittent,3528.93911225
AZ15040004-045,Little Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,UG,4.85326463035,www.azdeq.gov/flowregimes,Intermittent,7810.58793444
AZ15070103-004,Hassayampa River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,MG,28.9933206872,www.azdeq.gov/flowregimes,Intermittent,46660.3200087
AZ15050202-409A,Miller Canyon,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,SP,4.29699379637,www.azdeq.gov/flowregimes,Intermittent,6915.35501493
AZ15020001-308,Hulsey Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,LC,5.0920816774,www.azdeq.gov/flowregimes,Intermittent,8194.92748489
AZ15060101-039-I,Pacheta Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,SR,19.2271379077,www.azdeq.gov/flowregimes,Perennial,30943.1409152
AZ15020005-246,Porter Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,LC,3.38984991484,www.azdeq.gov/flowregimes,Perennial,5455.44553224
AZ15020015-004B,Rio de Flag,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,LC,15.5897045705,www.azdeq.gov/flowregimes,Intermittent,25089.2476908
AZ15070103-007B,Hassayampa River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,MG,20.1196841525,www.azdeq.gov/flowregimes,Intermittent,32379.5577319
AZ15050100-009,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,No,Yes,No,MG,10.8856228247,www.azdeq.gov/flowregimes,Intermittent,17518.7468168
AZ15020002-006,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,No,No,LC,1.06123034312,www.azdeq.gov/flowregimes,Intermittent,1707.8881011
AZ15060102-153-I,North Fork Diamond Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,2.5755375686,www.azdeq.gov/flowregimes,Perennial,4144.93422267
AZ15070103-002B,Hassayampa River,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,No,No,MG,27.7010377107,www.azdeq.gov/flowregimes,Ephemeral,44580.5879947
AZ15020001-009,Little Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,LC,12.1195529759,www.azdeq.gov/flowregimes,Perennial,19504.5688736
AZ15070201-006,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,CL,28.8047438643,www.azdeq.gov/flowregimes,Intermittent,46356.8344232
AZ15040002-002,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,UG,5.38136926935,www.azdeq.gov/flowregimes,Perennial,8660.4916664
AZ15020002-081,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,1.37014177533,www.azdeq.gov/flowregimes,Intermittent,2205.03385535
AZ15060102-196-I,No Name Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,3.69526863894,www.azdeq.gov/flowregimes,Perennial,5946.9703064
AZ15040004-029,K P Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,UG,12.6902459769,www.azdeq.gov/flowregimes,Perennial,20423.0120675
AZ15060202-018A,Oak Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,VR,2.79661001619,www.azdeq.gov/flowregimes,Perennial,4500.71655132
AZ15020002-020,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,No,No,LC,0.27715441032,www.azdeq.gov/flowregimes,Intermittent,446.037679397
AZ15060102-007-I,North Fork White River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,9.77572854091,www.azdeq.gov/flowregimes,Perennial,15732.541538
AZ15010002-020B,Hermit Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,CG,3.51739072512,www.azdeq.gov/flowregimes,Perennial,5660.70298054
AZ15010003-011,Kanab Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,CG,5.43917231719,www.azdeq.gov/flowregimes,Intermittent,8753.51684068
AZ15070103-355,Mill Wash,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,No,Yes,MG,17.9199844764,www.azdeq.gov/flowregimes,Ephemeral,28839.4771761
AZ15050201-031,Post Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SP,2.62834851521,www.azdeq.gov/flowregimes,Perennial,4229.92537271
AZ15060103-280D,Pinal Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,1.78800184584,www.azdeq.gov/flowregimes,Perennial,2877.51579763
AZ15010001-033B,Nankoweap Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,CG,7.32386078639,www.azdeq.gov/flowregimes,Perennial,11786.6349867
AZ15060202-018B,Oak Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,VR,1.46254386786,www.azdeq.gov/flowregimes,Perennial,2353.74090596
AZ15020001-015,Nutrioso Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,LC,3.46061395528,www.azdeq.gov/flowregimes,Intermittent,5569.32944391
AZ15040005-019,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,UG,2.22793496533,www.azdeq.gov/flowregimes,Intermittent,3585.52093988
AZ15020002-021,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,No,No,LC,0.96571933364,www.azdeq.gov/flowregimes,Intermittent,1554.17772363
AZ15060102-213-I,Kessay Spring Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,1.40878951277,www.azdeq.gov/flowregimes,Perennial,2267.2314841
AZ15070102-039,Little Ash Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,MG,5.24201723468,www.azdeq.gov/flowregimes,Perennial,8436.22585699
AZ15050100-012A,Mineral Creek,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,MG,9.85466686405,www.azdeq.gov/flowregimes,Ephemeral,15859.5807088
AZ15040006-826,Indian Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,UG,3.64321258206,www.azdeq.gov/flowregimes,Intermittent,5863.19403605
AZ15060105-024,Houston Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,SR,14.553237795,www.azdeq.gov/flowregimes,Intermittent,23421.2127684
AZ15070201-003B,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,CL,5.70947593943,www.azdeq.gov/flowregimes,Intermittent,9188.52922332
AZ15070102-334,Poland Walker Tunnel,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,Yes,No,No,No,MG,0.366314619195,www.azdeq.gov/flowregimes,Ephemeral,589.527413569
AZ15030203-015,Kirkland Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,BW,22.5783934368,www.azdeq.gov/flowregimes,Perennial,36336.4746801
AZ15060102-011-I,North Fork White River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,SR,11.7475822541,www.azdeq.gov/flowregimes,Perennial,18905.9388271
AZ15020002-001,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,LC,6.26366222852,www.azdeq.gov/flowregimes,Intermittent,10080.4073863
AZ15020002-648,Mineral Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,LC,26.2122821543,www.azdeq.gov/flowregimes,Perennial,42184.6633807
AZ15050301-025B,Harshaw Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,Yes,SC,11.0968142523,www.azdeq.gov/flowregimes,Intermittent,17858.6271533
AZ15050202-404A,Ramsey Canyon,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,SP,4.37387153595,www.azdeq.gov/flowregimes,Intermittent,7039.07799131
AZ15060105-025,Marsh Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,SR,10.328311516,www.azdeq.gov/flowregimes,Intermittent,16621.8394121
AZ15060101-353,Hay Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,5.49789369596,www.azdeq.gov/flowregimes,Perennial,8848.01992826
AZ15020001-351,Mamie Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,4.59349236583,www.azdeq.gov/flowregimes,Perennial,7392.52416304
AZ15020002-003,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,No,No,No,LC,1.9856373151,www.azdeq.gov/flowregimes,Intermittent,3195.57989039
AZ15040005-017,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,UG,7.3700195631,www.azdeq.gov/flowregimes,Intermittent,11860.9204856
AZ15020002-023,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,16.3657412617,www.azdeq.gov/flowregimes,Intermittent,26338.1601814
AZ15060203-030,Lime Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,Yes,No,VR,16.0044944248,www.azdeq.gov/flowregimes,Intermittent,25756.7885892
AZ15020015-004A,Rio de Flag,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,LC,11.111270616,www.azdeq.gov/flowregimes,Perennial,17881.892462
AZ15070103-007A,Hassayampa River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,MG,11.2912110331,www.azdeq.gov/flowregimes,Perennial,18171.4790718
AZ15040004-104,Lengthy Canyon,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,UG,2.92790433339,www.azdeq.gov/flowregimes,Intermittent,4712.01469555
AZ15070101-016,Phillips Wash,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,No,No,MG,12.2674014974,www.azdeq.gov/flowregimes,Intermittent,19742.5084804
AZ15050201-033A,Grant Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,SP,6.77199521649,www.azdeq.gov/flowregimes,Perennial,10898.4916667
AZ15020001-232A,Lee Valley Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,LC,1.01356524566,www.azdeq.gov/flowregimes,Perennial,1631.17840907
AZ15060101-500-I,Hurricane Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,7.03823329137,www.azdeq.gov/flowregimes,Perennial,11326.961172
AZ15050301-764A,Romero Canyon Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,SC,3.02210940067,www.azdeq.gov/flowregimes,Intermittent,4863.62335856
AZ15070103-003,Hassayampa River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,MG,1.98741844006,www.azdeq.gov/flowregimes,Intermittent,3198.44633889
AZ15060105-369,Horton Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,3.24760396814,www.azdeq.gov/flowregimes,Perennial,5226.52241355
AZ15060106A-557,Reevis Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,SR,8.30431389097,www.azdeq.gov/flowregimes,Intermittent,13364.5244636
AZ15060202-016,Oak Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,VR,12.6725875264,www.azdeq.gov/flowregimes,Perennial,20394.5934893
AZ15010002-028,Pipe Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,CG,3.79124273131,www.azdeq.gov/flowregimes,Perennial,6101.42594503
AZ15040005-001-I,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,UG,6.21933197927,www.azdeq.gov/flowregimes,Intermittent,10009.064623
AZ15020002-008,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,12.9959799623,www.azdeq.gov/flowregimes,Intermittent,20915.0442066
AZ15060202-017,Oak Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,VR,10.0478758611,www.azdeq.gov/flowregimes,Perennial,16170.5210709
AZ15060103-018C,Pinto Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,SR,16.7941358211,www.azdeq.gov/flowregimes,Intermittent,27027.5957741
AZ15070101-010,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,No,No,MG,11.5116294191,www.azdeq.gov/flowregimes,Perennial,18526.2087882
AZ15040002-004,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,UG,17.1486009444,www.azdeq.gov/flowregimes,Perennial,27598.0532343
AZ15020002-004,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,LC,6.0670971178,www.azdeq.gov/flowregimes,Intermittent,9764.06587208
AZ15050203-452,Parsons Canyon,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,SP,9.35528906139,www.azdeq.gov/flowregimes,Ephemeral,15055.908431
AZ15060103-873,JK Mountain Tributary,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,1.0772324934,www.azdeq.gov/flowregimes,Perennial,1733.64111713
AZ15070102-018,Little Squaw Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,Yes,No,No,No,No,MG,12.2484667228,www.azdeq.gov/flowregimes,Intermittent,19712.0358537
AZ15020001-017B,Nutrioso Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,LC,9.90251045475,www.azdeq.gov/flowregimes,Perennial,15936.5776584
AZ15060105-005,Greenback Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,SR,16.3623864904,www.azdeq.gov/flowregimes,Intermittent,26332.7611896
AZ15020002-024,Little Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,LC,13.892747935,www.azdeq.gov/flowregimes,Perennial,22358.2552492
AZ15060102-229-I,Little Bog Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,3.70616289614,www.azdeq.gov/flowregimes,Perennial,5964.50294893
AZ15020001-309,Milk Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,LC,5.0265048159,www.azdeq.gov/flowregimes,Intermittent,8089.39154523
AZ15060101-034,Hannagan Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,7.1603356954,www.azdeq.gov/flowregimes,Perennial,11523.4663363
AZ15060103-018A,Pinto Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,2.51188270141,www.azdeq.gov/flowregimes,Perennial,4042.4914392
AZ15010001-021B,Phantom Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,CG,5.4351886644,www.azdeq.gov/flowregimes,Perennial,8747.10576014
AZ15020008-439,Lake Connector,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,0.233394137126,www.azdeq.gov/flowregimes,Perennial,375.612205443
AZ15060101-339,Home Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,SR,9.08446517629,www.azdeq.gov/flowregimes,Intermittent,14620.0587648
AZ15040005-024,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,No,No,UG,2.73854681322,www.azdeq.gov/flowregimes,Perennial,4407.27269711
AZ15020001-026,Rudd Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,LC,10.2130366764,www.azdeq.gov/flowregimes,Perennial,16436.3221696
AZ14070007-123,Paria River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,No,No,CG,29.3110777636,www.azdeq.gov/flowregimes,Perennial,47171.7014758
AZ15040006-856,North Fork Cave Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,UG,5.55786284557,www.azdeq.gov/flowregimes,Perennial,8944.5311124
AZ15020001-025,Riggs Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,LC,7.42246613866,www.azdeq.gov/flowregimes,Perennial,11945.3252361
AZ15070103-002A,Hassayampa River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,MG,9.20606255331,www.azdeq.gov/flowregimes,Perennial,14815.7511653
AZ15020001-173,Neilson Spring,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,0.181588644759,www.azdeq.gov/flowregimes,Perennial,292.239180389
AZ15070101-015,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,MG,3.57674164999,www.azdeq.gov/flowregimes,Intermittent,5756.2192264
AZ15040005-011-I,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,Yes,No,Yes,No,UG,17.1193559122,www.azdeq.gov/flowregimes,Intermittent,27550.9878231
AZ15050100-014B,Queen Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,MG,4.67313408033,www.azdeq.gov/flowregimes,Perennial,7520.69533477
AZ15050303-444C,North Branch Santa Cruz Wash,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,No,Yes,SC,5.6596815611,www.azdeq.gov/flowregimes,Intermittent,9108.39277905
AZ15050100-008,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,Yes,No,Yes,No,SP,18.6239388798,www.azdeq.gov/flowregimes,Perennial,29972.3842374
AZ15020008-020,Little Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,Yes,No,LC,5.81982955413,www.azdeq.gov/flowregimes,Perennial,9366.12650621
AZ15060203-049A,Pine Creek,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,Yes,No,VR,8.44585120091,www.azdeq.gov/flowregimes,Ephemeral,13592.3071397
AZ15050100-010,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,UG,20.6199290723,www.azdeq.gov/flowregimes,Intermittent,33184.6255021
AZ15040005-1973,Nuttall Canyon,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,UG,6.50101464017,www.azdeq.gov/flowregimes,Intermittent,10462.3898299
AZ15020008-543,Lockwood Spring,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,LC,0.941885451424,www.azdeq.gov/flowregimes,Perennial,1515.82073158
AZ15060203-476,Perley Creek,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,No,No,No,VR,4.5027672916,www.azdeq.gov/flowregimes,Ephemeral,7246.51601716
AZ15040005-015,Gila River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,UG,3.54562499577,www.azdeq.gov/flowregimes,Intermittent,5706.14172548
AZ15020008-005,Little Colorado River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,3.418315879,www.azdeq.gov/flowregimes,Perennial,5501.25715249
AZ15060102-022-I,Rock Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,SR,8.69073884304,www.azdeq.gov/flowregimes,Perennial,13986.4163854
AZ15040004-1364,Pace Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,UG,3.62798015935,www.azdeq.gov/flowregimes,Perennial,5838.67977892
AZ15060202-058,Granite Creek,E,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,VR,23.5606741931,www.azdeq.gov/flowregimes,Ephemeral,37917.3054833
AZ15060102-157-I,Maverick Cienega,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,No,Yes,No,SR,1.90014006956,www.azdeq.gov/flowregimes,Perennial,3057.98513608
AZ15060203-485,Mail Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,No,No,VR,1.75027453143,www.azdeq.gov/flowregimes,Intermittent,2816.7994491
AZ15060105-336B,Gordon Canyon Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,Yes,No,SR,4.26232642683,www.azdeq.gov/flowregimes,Intermittent,6859.56318019
AZ15020001-005,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,No,Yes,No,LC,3.42522220636,www.azdeq.gov/flowregimes,Intermittent,5512.37183121
AZ15040005-022,Gila River,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,UG,5.9134104677,www.azdeq.gov/flowregimes,Perennial,9516.73068919
AZ15060105-014,Rye Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,Yes,Yes,No,SR,16.9543735897,www.azdeq.gov/flowregimes,Perennial,27285.4739813
AZ15020008-003-I,Little Colorado River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,No,No,No,No,No,Yes,No,LC,29.3358523656,www.azdeq.gov/flowregimes,Intermittent,47211.5724127
AZ15070102-006A,New River,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,Yes,No,No,Yes,No,MG,25.4441296564,www.azdeq.gov/flowregimes,Intermittent,40948.4392946
AZ15050100-012B,Mineral Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,MG,0.79664033517,www.azdeq.gov/flowregimes,Perennial,1282.07090771
AZ15050203-014B,Redfield Canyon,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,Yes,No,No,No,Yes,Yes,No,SP,22.627856499,www.azdeq.gov/flowregimes,Intermittent,36416.0779217
AZ15040004-1363,Long Cienega,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,UG,0.944792189921,www.azdeq.gov/flowregimes,Perennial,1520.49868309
AZ15060202-018C,Oak Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,No,Yes,No,No,VR,19.9969849734,www.azdeq.gov/flowregimes,Perennial,32182.0921493
AZ15060101-036,Horton Creek,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,SR,4.64180609079,www.azdeq.gov/flowregimes,Perennial,7470.27772194
AZ15040004-488,Landron Spring Canyon,P,"Data used in flow regime assignment are shown with a ""Yes"" beside it",No,No,No,No,No,Yes,No,No,UG,0.808978030129,www.azdeq.gov/flowregimes,Perennial,1301.92654277
AZ15070102-040,Humbug Creek,I,"Data used in flow regime assignment are shown with a ""Yes"" beside it",Yes,Yes,No,No,Yes,Yes,Yes,No,MG,28.6218400886,www.azdeq.gov/flowregimes,Intermittent,46062.4787406
